mean_rds_macro,ci_lower,ci_upper,p_value,n_cells,mean_rds_pairs,median_rds_pairs,n_pairs
0.15623262928736906,0.15364172254274674,0.15878553482302282,0.0,2343,0.15734927821072747,0.1457938551902771,141209
